296,2445.5
265,1976
274,1872
273,1820
242,1615.1
1,1537.5
184,1534
266,1330
280,1260
244,1185.9
26,984
25,943
278,908.87
239,885
30,833.67
284,827.65
192,813.43
194,804
241,796.5
240,796.5
149,793
215,737.45
298,737
238,708
282,696.82
276,669.88
163,645.32
46,633.92
216,606.67
153,599.83
73,585.6
158,582.27
275,561.6
189,546
151,528.67
289,516.86
161,513.81
196,507
287,492.75
32,492
257,490.29
286,486
157,475.8
221,475.09
36,453.56
44,448.95
40,441.1
41,430.5
213,429
27,404.14
295,401.5
211,383.5
271,381.9
281,378
214,370.5
188,368.73
182,368.73
70,368
219,355.88
34,355.33
7,351.92
4,345
267,342
237,336.3
23,335
212,331.5
258,330
291,328.5
256,313.5
293,301.5
3,300
269,297.21
191,280.8
89,268
93,263.06
17,260
2,246.43
248,241.09
159,235.29
217,234
9,229.41
31,228.43
21,228.12
75,226.91
13,221.25
18,218.75
190,216
130,213.5
52,210.45
84,210
11,205.26
156,204.53
79,202.29
68,201
83,199.68
148,198.25
203,195
87,194.67
42,192.52
39,179.77
54,179.4
77,178.29
109,171.22
263,170.08
150,169.93
165,169
249,162.27
48,157.71
58,156.58
202,156
187,156
155,154.85
160,149.73
66,148.15
103,143.52
246,140.25
243,139.07
179,137.53
254,131.42
228,131.25
208,130.65
268,128.25
97,128.14
95,128.14
169,127.83
104,127.11
43,123
38,123
236,121.69
247,121.12
63,120.75
261,120.45
107,119.93
99,119.74
154,119.65
62,119.6
259,118.8
198,115.05
186,114.4
181,112.67
53,112.12
177,109.5
16,105.56
206,101.68
218,100.29
19,100
33,99.938
29,95.667
37,95.045
56,94.421
235,94.031
252,93.075
85,90.947
74,89.143
8,88.636
185,88.4
277,85.8
193,85.8
174,85.312
82,82.909
283,82.5
49,79.35
227,78
210,78
173,78
201,74.1
15,71.739
200,71.5
204,70.2
167,67.6
72,67.2
250,65.571
152,65.357
183,65
146,63.955
223,63.214
162,62.906
20,61.364
134,60.667
132,60.667
102,59.591
233,59.118
45,58.826
81,58.667
105,56.455
14,55.435
199,55.25
140,54.6
10,54.167
288,54
86,54
64,54
141,52.5
6,52.5
76,52
136,51.625
300,50.25
231,49.773
260,49.5
61,48.556
92,48.3
144,47.906
112,45.75
80,45.333
220,45.158
94,44.85
101,42.167
65,41.4
226,40.714
229,38.571
35,38.438
175,36.947
270,36.882
96,34.5
292,33
60,33
106,32.684
100,32.583
197,32.5
172,32.217
176,31.909
28,30.75
22,30.556
205,29.25
251,28.688
55,26.382
59,25.5
88,25.143
128,24.12
139,23.471
171,22.579
5,22.5
142,22.235
91,20.7
122,20.348
51,20.125
78,20
166,19.5
116,19.5
114,19.5
67,18.975
12,18.75
123,18.529
225,18.333
71,18
138,17.769
118,17.7
170,17.447
126,17.289
133,17.062
108,15.812
262,15.783
297,15.643
131,15.167
230,15
224,14.167
137,13.731
143,13.5
178,13.406
207,12.618
253,12.196
98,11.5
57,10.781
111,10.5
279,10.065
245,9.8333
121,8.55
285,8.4
168,8.125
124,8.1
195,7.4286
47,7.2353
50,6.9
164,6.7778
120,6.1875
145,6.0789
232,5.8929
115,5.3182
135,5.25
222,5.2
290,4.9091
113,4.875
119,4.7812
125,4.7647
272,4.0714
24,3.9474
299,3
90,3
294,2.7
127,2.25
69,2.2258
110,1.9714
264,1.9412
117,1.7308
255,1.5
180,1.4444
209,1.3929
147,0.7
234,0.6
129,0.27273
