1,1537.5
2,246.43
3,300
4,345
5,22.5
6,52.5
7,351.92
8,88.636
9,229.41
10,54.167
11,205.26
12,18.75
13,221.25
14,55.435
15,71.739
16,105.56
17,260
18,218.75
19,100
20,61.364
21,228.12
22,30.556
23,335
24,3.9474
25,943
26,984
27,404.14
28,30.75
29,95.667
30,833.67
31,228.43
32,492
33,99.938
34,355.33
35,38.438
36,453.56
37,95.045
38,123
39,179.77
40,441.1
41,430.5
42,192.52
43,123
44,448.95
45,58.826
46,633.92
47,7.2353
48,157.71
49,79.35
50,6.9
51,20.125
52,210.45
53,112.12
54,179.4
55,26.382
56,94.421
57,10.781
58,156.58
59,25.5
60,33
61,48.556
62,119.6
63,120.75
64,54
65,41.4
66,148.15
67,18.975
68,201
69,2.2258
70,368
71,18
72,67.2
73,585.6
74,89.143
75,226.91
76,52
77,178.29
78,20
79,202.29
80,45.333
81,58.667
82,82.909
83,199.68
84,210
85,90.947
86,54
87,194.67
88,25.143
89,268
90,3
91,20.7
92,48.3
93,263.06
94,44.85
95,128.14
96,34.5
97,128.14
98,11.5
99,119.74
100,32.583
101,42.167
102,59.591
103,143.52
104,127.11
105,56.455
106,32.684
107,119.93
108,15.812
109,171.22
110,1.9714
111,10.5
112,45.75
113,4.875
114,19.5
115,5.3182
116,19.5
117,1.7308
118,17.7
119,4.7812
120,6.1875
121,8.55
122,20.348
123,18.529
124,8.1
125,4.7647
126,17.289
127,2.25
128,24.12
129,0.27273
130,213.5
131,15.167
132,60.667
133,17.062
134,60.667
135,5.25
136,51.625
137,13.731
138,17.769
139,23.471
140,54.6
141,52.5
142,22.235
143,13.5
144,47.906
145,6.0789
146,63.955
147,0.7
148,198.25
149,793
150,169.93
151,528.67
152,65.357
153,599.83
154,119.65
155,154.85
156,204.53
157,475.8
158,582.27
159,235.29
160,149.73
161,513.81
162,62.906
163,645.32
164,6.7778
165,169
166,19.5
167,67.6
168,8.125
169,127.83
170,17.447
171,22.579
172,32.217
173,78
174,85.312
175,36.947
176,31.909
177,109.5
178,13.406
179,137.53
180,1.4444
181,112.67
182,368.73
183,65
184,1534
185,88.4
186,114.4
187,156
188,368.73
189,546
190,216
191,280.8
192,813.43
193,85.8
194,804
195,7.4286
196,507
197,32.5
198,115.05
199,55.25
200,71.5
201,74.1
202,156
203,195
204,70.2
205,29.25
206,101.68
207,12.618
208,130.65
209,1.3929
210,78
211,383.5
212,331.5
213,429
214,370.5
215,737.45
216,606.67
217,234
218,100.29
219,355.88
220,45.158
221,475.09
222,5.2
223,63.214
224,14.167
225,18.333
226,40.714
227,78
228,131.25
229,38.571
230,15
231,49.773
232,5.8929
233,59.118
234,0.6
235,94.031
236,121.69
237,336.3
238,708
239,885
240,796.5
241,796.5
242,1615.1
243,139.07
244,1185.9
245,9.8333
246,140.25
247,121.12
248,241.09
249,162.27
250,65.571
251,28.688
252,93.075
253,12.196
254,131.42
255,1.5
256,313.5
257,490.29
258,330
259,118.8
260,49.5
261,120.45
262,15.783
263,170.08
264,1.9412
265,1976
266,1330
267,342
268,128.25
269,297.21
270,36.882
271,381.9
272,4.0714
273,1820
274,1872
275,561.6
276,669.88
277,85.8
278,908.87
279,10.065
280,1260
281,378
282,696.82
283,82.5
284,827.65
285,8.4
286,486
287,492.75
288,54
289,516.86
290,4.9091
291,328.5
292,33
293,301.5
294,2.7
295,401.5
296,2445.5
297,15.643
298,737
299,3
300,50.25
